8,1,0,3564.4
9,1,0,3564.4
10,1,0,3564.4
8,1,10,3396.8
9,1,10,3405
10,1,10,3382.6
8,1,20,2607.1
9,1,20,2602.9
10,1,20,2559.4
8,1,50,1644.5
9,1,50,1562.2
10,1,50,1573.4
8,1,80,2430.3
9,1,80,2192.1
10,1,80,2226.9
8,1,100,2198.7
9,1,100,2166.7
10,1,100,2159.5
8,1,200,1134.1
9,1,200,1083.6
10,1,200,1170.5
8,1,300,857.94
9,1,300,851.26
10,1,300,847.24
8,1,500,755.26
9,1,500,795.41
10,1,500,736.03
