1,0,-0,0
-0,1,0,0
0,-0,1,0
0.99998,0.0025221,0.0050712,0.11044
-0.0025404,0.99999,0.0036189,-0.089764
-0.0050621,-0.0036317,0.99998,0.26427
0.99996,0.0054052,0.0069976,0.17865
-0.0054687,0.99994,0.0090868,-0.1068
-0.006948,-0.0091247,0.99993,0.14239
0.9999,0.009787,0.0099373,0.12551
-0.0099406,0.99983,0.015533,-0.035143
-0.0097836,-0.01563,0.99983,0.41017
0.99983,0.014053,0.012297,0.16743
-0.014324,0.99965,0.02227,-0.21394
-0.01198,-0.022443,0.99968,0.38558
0.99973,0.018522,0.01382,0.13666
-0.018917,0.9994,0.029047,-0.10594
-0.013274,-0.029301,0.99948,0.54546
0.99962,0.022664,0.015831,0.11203
-0.023203,0.99913,0.034771,-0.055652
-0.015029,-0.035125,0.99927,0.78424
0.99947,0.027266,0.01764,0.13023
-0.027975,0.99876,0.041266,-0.076912
-0.016493,-0.041738,0.99899,0.84787
0.99919,0.032579,0.023771,0.13001
-0.033649,0.99837,0.046122,-0.046947
-0.02223,-0.046885,0.99865,0.66941
0.99894,0.036627,0.027873,0.19986
-0.037991,0.99802,0.050074,-0.064118
-0.025984,-0.05108,0.99836,0.75223
0.99865,0.041283,0.031423,0.182
-0.042939,0.99762,0.054013,-0.01385
-0.029119,-0.05529,0.99805,1.1008
0.9984,0.044765,0.034534,0.27005
-0.046744,0.99717,0.058805,-0.072367
-0.031804,-0.060325,0.99767,1.2642
0.99808,0.048502,0.038501,0.30889
-0.050896,0.99666,0.063851,-0.067768
-0.035276,-0.065688,0.99722,1.1274
0.99785,0.049947,0.042407,0.28751
-0.052844,0.99613,0.070204,-0.047101
-0.038737,-0.072294,0.99663,1.1184
0.99749,0.051347,0.048736,0.22401
-0.054985,0.99555,0.076493,-0.074658
-0.044591,-0.078981,0.99588,1.3589
0.9973,0.051741,0.052178,0.36731
-0.05589,0.99511,0.081466,-0.010563
-0.047707,-0.084162,0.99531,1.5461
0.99682,0.051821,0.060465,0.37372
-0.056879,0.99474,0.08518,-0.0058448
-0.055732,-0.088349,0.99453,1.7715
0.99639,0.050801,0.068078,0.32678
-0.056733,0.99448,0.088237,-0.062492
-0.06322,-0.091781,0.99377,1.523
0.99547,0.050671,0.080417,0.25042
-0.057738,0.99443,0.088146,0.077175
-0.075503,-0.09239,0.99286,1.7687
0.99439,0.05134,0.092455,0.19708
-0.059352,0.99452,0.086109,0.032928
-0.087527,-0.091113,0.99199,1.7534
0.99343,0.051871,0.10204,0.36526
-0.060565,0.99462,0.084037,0.013851
-0.097131,-0.089664,0.99122,2.1223
0.9922,0.053601,0.11257,0.39133
-0.063105,0.99458,0.082628,0.070428
-0.10753,-0.089087,0.9902,1.9703
0.99065,0.056254,0.12429,0.45839
-0.06661,0.9945,0.080803,0.031626
-0.11906,-0.088326,0.98895,2.3881
0.98856,0.060332,0.13826,0.40422
-0.071551,0.99441,0.077668,0.12027
-0.1328,-0.086672,0.98735,2.3238
0.9862,0.064454,0.1525,0.4867
-0.07632,0.99439,0.073276,0.14817
-0.14692,-0.083903,0.98558,2.5985
0.98327,0.070281,0.16804,0.46949
-0.082649,0.99427,0.06777,0.1953
-0.16232,-0.080525,0.98345,2.5913
0.97933,0.076807,0.18714,0.4841
-0.089864,0.994,0.062304,0.1681
-0.18123,-0.077833,0.98036,2.5832
0.97389,0.084338,0.21078,0.37128
-0.098291,0.99355,0.056604,0.15983
-0.20464,-0.075843,0.97589,2.5463
0.96773,0.091532,0.23477,0.44345
-0.10602,0.99311,0.04983,0.13271
-0.2286,-0.073113,0.97077,2.5804
0.96154,0.097857,0.25663,0.52672
-0.11277,0.99265,0.044007,0.15213
-0.25043,-0.071254,0.96551,2.5286
0.95399,0.10498,0.28087,0.58901
-0.12014,0.99206,0.03725,0.1913
-0.27473,-0.069278,0.95902,2.8658
0.94552,0.11147,0.30588,0.5337
-0.12664,0.99149,0.030156,0.13614
-0.29991,-0.06725,0.95159,2.7072
0.93622,0.11757,0.33115,0.65764
-0.13263,0.99089,0.023174,0.076485
-0.32541,-0.065618,0.94329,2.7704
0.92589,0.1235,0.35704,0.62492
-0.13778,0.99035,0.014738,0.16893
-0.35177,-0.062839,0.93397,2.8017
0.915,0.12904,0.38226,0.60776
-0.14186,0.98987,0.0054173,0.13653
-0.37769,-0.059185,0.92404,2.6937
0.90294,0.13497,0.40803,0.63079
-0.14626,0.98924,-0.0035735,0.11872
-0.40412,-0.05645,0.91296,2.6582
0.88936,0.14155,0.43475,0.61254
-0.15091,0.98846,-0.013108,0.21776
-0.43159,-0.053952,0.90045,2.8022
0.87732,0.14714,0.45679,0.56404
-0.15439,0.98777,-0.021653,0.10834
-0.45439,-0.051529,0.88931,2.6063
0.86418,0.15381,0.47909,0.57626
-0.15824,0.9869,-0.031408,0.12979
-0.47765,-0.048668,0.8772,2.7059
0.85197,0.16,0.49855,0.64847
-0.16251,0.98595,-0.038709,0.1129
-0.49773,-0.048038,0.866,2.7484
0.83962,0.16627,0.5171,0.8063
-0.1674,0.98487,-0.044864,0.082397
-0.51673,-0.048893,0.85475,2.9283
0.82809,0.17248,0.5334,0.72801
-0.1723,0.98374,-0.05061,0.029312
-0.53345,-0.049995,0.84435,2.8297
