7,1,0,10.057,3403.6
8,1,0,10.015,3403.6
9,1,0,10.003,3403.6
10,1,0,10.029,3403.6
7,1,100,40.76,3374.4
8,1,100,46.386,3359.7
9,1,100,19.705,3379.6
10,1,100,19.681,3363.4
7,1,200,49.032,3346.5
8,1,200,48.842,3311.7
9,1,200,19.968,3354.9
10,1,200,19.9,3315.8
7,1,300,43.801,3320.2
8,1,300,47.43,3266.6
9,1,300,20.212,3339
10,1,300,20.145,3275.1
7,1,400,50.299,3291.3
8,1,400,50.002,3218.1
9,1,400,20.485,3316.1
10,1,400,20.375,3227.2
7,1,500,56.986,3263.3
8,1,500,54.529,3173.7
9,1,500,20.748,3292.9
10,1,500,20.614,3178.4
7,1,700,46.075,3210.9
8,1,700,53.896,3086.3
9,1,700,21.329,3261.1
10,1,700,21.219,3096
7,1,1000,144.6,3051.8
8,1,1000,57.977,2782
9,1,1000,22.321,3188.6
10,1,1000,22.106,2968.2
7,1,1500,27.549,2847.7
8,1,1500,28.805,2699.2
9,1,1500,32.048,2871.3
10,1,1500,31.256,2715.4
7,1,2000,36.776,2681.4
8,1,2000,43.274,2473.9
9,1,2000,42.309,2671.5
10,1,2000,41.215,2467.8
7,1,3000,43.439,2394.3
8,1,3000,54.784,2115.3
9,1,3000,63.364,2334.7
10,1,3000,61.05,2122.9
7,1,4000,58.527,2139.9
8,1,4000,71.891,1836.1
9,1,4000,82.521,2039.6
10,1,4000,78.718,1842.4
7,1,5000,80.547,1902
8,1,5000,100.2,1634.1
9,1,5000,103.51,1823.7
10,1,5000,100.15,1639.5
7,2,0,10.014,4595.2
8,2,0,10.008,4595.2
9,2,0,10.026,4595.2
10,2,0,10.015,4595.2
7,2,100,40.769,4560.7
8,2,100,19.683,4558.1
9,2,100,19.708,4564.6
10,2,100,19.684,4559.3
7,2,200,39.392,4529.6
8,2,200,20.13,4469.3
9,2,200,19.963,4544.3
10,2,200,19.913,4519.9
7,2,300,51.606,4497.8
8,2,300,20.141,4473.2
9,2,300,20.218,4516.7
10,2,300,20.133,4475.9
7,2,400,54.28,4461.7
8,2,400,20.387,4426.1
9,2,400,20.498,4489.1
10,2,400,20.37,4433.7
7,2,500,61.037,4426.9
8,2,500,20.669,4377.8
9,2,500,20.75,4461.6
10,2,500,20.646,4385.5
7,2,700,52.287,4369.9
8,2,700,21.186,4283.7
9,2,700,21.346,4404
10,2,700,21.216,4294.5
7,2,1000,23.102,4166.2
8,2,1000,22.845,3964.1
9,2,1000,22.421,4335.8
10,2,1000,29.014,3909.4
7,2,1500,66.765,3622.9
8,2,1500,32.316,3565.6
9,2,1500,33.095,3582.9
10,2,1500,32.239,3573.7
7,2,2000,31.012,3295.3
8,2,2000,41.258,3223.8
9,2,2000,36.742,3232.2
10,2,2000,41.213,3214.6
7,2,3000,70.048,3000.5
8,2,3000,53.492,2865.4
9,2,3000,49.254,2850.8
10,2,3000,46.787,2888.7
7,2,4000,46.734,2640.5
8,2,4000,69.002,2478.6
9,2,4000,63.905,2511.5
10,2,4000,61.687,2473.2
7,2,5000,74.602,2174.5
8,2,5000,97.634,2082.5
9,2,5000,85.209,2116.9
10,2,5000,83.444,2022.8
7,3,0,10.023,4930.5
8,3,0,10.022,4930.5
9,3,0,10.033,4930.5
10,3,0,10.033,4930.5
7,3,100,42.703,4880.1
8,3,100,19.706,4891
9,3,100,19.721,4887.4
10,3,100,19.694,4891.4
7,3,200,54.897,4831.8
8,3,200,19.947,4847.6
9,3,200,19.96,4843.2
10,3,200,19.93,4844.3
7,3,300,41.851,4779.4
8,3,300,47.558,4809.2
9,3,300,20.216,4803.4
10,3,300,20.164,4809.2
7,3,400,66.214,4736.1
8,3,400,40.166,4772.5
9,3,400,20.476,4764.8
10,3,400,20.387,4769.6
7,3,500,54.982,4688.3
8,3,500,40.648,4725.9
9,3,500,20.765,4723.5
10,3,500,20.643,4726.4
7,3,700,54.318,4596.2
8,3,700,23.243,4652.7
9,3,700,21.312,4641.8
10,3,700,21.15,4642.3
7,3,1000,65.567,4314.2
8,3,1000,22.742,4355
9,3,1000,22.304,4532.4
10,3,1000,22.112,4518.7
7,3,1500,49.069,4263.5
8,3,1500,31.325,3965.6
9,3,1500,31.999,3774.3
10,3,1500,31.389,3895.8
7,3,2000,31.129,3316.4
8,3,2000,35.692,3525.4
9,3,2000,36.77,3293.3
10,3,2000,35.608,3453.2
7,3,3000,36.174,2940.6
8,3,3000,46.768,3182.2
9,3,3000,48.442,2909
10,3,3000,46.524,3075.1
7,3,4000,53.688,2334.3
8,3,4000,73.224,2495.3
9,3,4000,76.102,2270.3
10,3,4000,65.516,2411.2
7,3,5000,72.117,1981.5
8,3,5000,92.807,2149.7
9,3,5000,96.789,1953.4
10,3,5000,92.853,2046.4
7,4,0,10.022,4811.6
8,4,0,10.019,4811.6
9,4,0,10.016,4811.6
10,4,0,10.016,4811.6
7,4,100,19.707,4776.2
8,4,100,19.704,4786.2
9,4,100,19.717,4780.7
10,4,100,19.688,4785
7,4,200,19.977,4740.6
8,4,200,19.934,4764.5
9,4,200,19.983,4750.1
10,4,200,19.917,4761.6
7,4,300,20.241,4703.6
8,4,300,20.149,4739.9
9,4,300,20.233,4720.6
10,4,300,20.143,4736.9
7,4,400,20.519,4667
8,4,400,20.387,4717.5
9,4,400,20.491,4691.8
10,4,400,20.377,4714.7
7,4,500,20.784,4634.4
8,4,500,20.658,4696.6
9,4,500,20.745,4670
10,4,500,20.612,4693.6
7,4,700,21.373,4564.9
8,4,700,21.194,4652.6
9,4,700,21.325,4612
10,4,700,21.177,4646.2
7,4,1000,23.246,4358.8
8,4,1000,22.76,4479.8
9,4,1000,22.409,4526.7
10,4,1000,22.142,4577
7,4,1500,24.266,4316.5
8,4,1500,31.416,4197.8
9,4,1500,32.163,4284.5
10,4,1500,31.23,4213
7,4,2000,36.884,3965.9
8,4,2000,41.31,3890.7
9,4,2000,42.458,4032.3
10,4,2000,41.208,3894.7
7,4,3000,42.893,3763
8,4,3000,53.221,3655.5
9,4,3000,55.717,3782.9
10,4,3000,52.947,3669.4
7,4,4000,60.126,3426.9
8,4,4000,80.033,3114.4
9,4,4000,75.93,3319.7
10,4,4000,72.588,3111.8
7,4,5000,71.196,3105
8,4,5000,100.55,2784.1
9,4,5000,96.529,3010.2
10,4,5000,92.638,2776.1
7,5,0,10.026,6166.3
8,5,0,10.008,6166.3
9,5,0,10.017,6166.3
10,5,0,10.015,6166.3
7,5,100,19.722,6137.5
8,5,100,19.692,6129
9,5,100,19.726,6137.8
10,5,100,19.696,6127.6
7,5,200,20.215,6076.1
8,5,200,39.704,6028.1
9,5,200,19.968,6111.3
10,5,200,19.935,6077.2
7,5,300,20.23,6077.7
8,5,300,49.52,6032.1
9,5,300,20.24,6088.6
10,5,300,20.143,6031.1
7,5,400,20.523,6051.5
8,5,400,52.063,5987.2
9,5,400,20.495,6069.1
10,5,400,20.386,5989.7
7,5,500,20.79,6013
8,5,500,52.639,5931
9,5,500,20.754,6035.2
10,5,500,20.622,5928.7
7,5,700,21.412,5961.8
8,5,700,51.839,5837.2
9,5,700,21.36,5998
10,5,700,21.17,5838
7,5,1000,22.332,5877.2
8,5,1000,53.663,5687.5
9,5,1000,22.339,5922.3
10,5,1000,22.046,5686.2
7,5,1500,27.693,4890.8
8,5,1500,32.274,4770.4
9,5,1500,33.052,4912.5
10,5,1500,32.103,4818
7,5,2000,36.86,4505.2
8,5,2000,35.763,4367.2
9,5,2000,36.75,4544.1
10,5,2000,35.695,4392.4
7,5,3000,78.289,4092
8,5,3000,48.566,3839.1
9,5,3000,44.248,3983.4
10,5,3000,48.85,3808.2
7,5,4000,98.192,3405.1
8,5,4000,58.519,3185.8
9,5,4000,60.673,3407.4
10,5,4000,57.22,3317.6
7,5,5000,111.29,3115
8,5,5000,75.007,2875.8
9,5,5000,69.811,3122.1
10,5,5000,67.065,2911.3
